Nom,Arrondissement,Cle,Date,Ouvert,Deblaye,Condition,Id,Type,Adresse,Propriété,Gestion,Point_x,Point_y,Equipement,Longitude,Latitude,Arrose,resurface
"Aire de glissade, Ahuntsic",Ahuntsic - Cartierville,ahc,2022-03-06 12:13:43,,0.0,Mauvaise,,,,,,,,,,,,
"Aire de glissade, Des Hirondelles",Ahuntsic - Cartierville,ahc,2022-03-06 12:13:43,,0.0,Mauvaise,,,,,,,,,,,,
"Aire de glissade ,Don-Bosco",Rivière-des-Prairies - Pointe-aux-Trembles,rdp,2022-03-04 03:47:41,,,Mauvaise,,,,,,,,,,,,
"Aire de glissade, Du Pélican",Rosemont - La Petite-Patrie,rpp,2022-03-18 18:39:14,,,Mauvaise,,,,,,,,,,,,
"Aire de glissade, Ignace-Bourget",Le Sud-Ouest,sou,2022-03-11 03:14:27,1.0,0.0,N/A,,,,,,,,,,,,
"Aire de glissade, Joseph-Paré",Rosemont - La Petite-Patrie,rpp,2022-03-18 18:39:14,,,Mauvaise,,,,,,,,,,,,
"Aire de glissade, Le Ber",Le Sud-Ouest,sou,2022-03-11 03:14:27,1.0,0.0,N/A,,,,,,,,,,,,
"Aire de glissade, Mont-Royal",Ville-Marie,vma,2022-03-16 15:37:30,0.0,0.0,N/A,,,,,,,,,,,,
"Glissade, Parc Arthur-Therrien",Verdun,ver,2022-03-12 10:17:18,1.0,1.0,Excellente,,,,,,,,,,,,
"Glissade, Parc Beaubien",Outremont,out,2022-03-11 10:19:47,1.0,,Bonne,,,,,,,,,,,,
"Aire de glissade, Parc Confédération",Côte-des-Neiges - Notre-Dame-de-Grâce,cdn,2022-03-13 12:30:47,0.0,0.0,N/A,,,,,,,,,,,,
"Aire de glissade, parc Coubertin",Saint-Léonard,sle,2022-02-24 06:43:20,1.0,,Mauvaise,,,,,,,,,,,,
"Aire de glissade, parc Delorme",Saint-Léonard,sle,2022-02-24 06:43:20,1.0,,Mauvaise,,,,,,,,,,,,
"Aire de glissade , Parc des rapides",LaSalle,lsl,2022-03-15 13:44:59,,0.0,N/A,,,,,,,,,,,,
"Glissade, Parc du Bois-Franc",Saint-Laurent,sla,2022-03-05 05:55:27,0.0,0.0,N/A,,,,,,,,,,,,
"Aire de glissade, parc Ferland",Saint-Léonard,sle,2022-02-24 06:43:20,1.0,,Mauvaise,,,,,,,,,,,,
"Aire de glissade, Parc Grovehill",Lachine,lch,2022-03-07 10:12:31,0.0,0.0,N/A,,,,,,,,,,,,
"Glissade, Parc Hartenstein",Saint-Laurent,sla,2022-03-05 05:55:27,0.0,0.0,N/A,,,,,,,,,,,,
"Aire de glissade, Parc Hayward",LaSalle,lsl,2022-03-15 13:44:59,,0.0,N/A,,,,,,,,,,,,
"AIre de glissade, Parc Henri-Bourassa",Montréal-Nord,mno,2022-03-16 05:30:58,,0.0,N/A,,,,,,,,,,,,
"Aire de glissade, Parc Jarry",Villeray-Saint-Michel - Parc-Extension,vsp,2022-03-13 07:44:55,0.0,0.0,N/A,,,,,,,,,,,,
"Aire de glissade, Parc Lafond",Rosemont - La Petite-Patrie,rpp,2022-03-18 18:39:14,,,Mauvaise,,,,,,,,,,,,
"Aire de glissage, Parc Père-Marquette",Rosemont - La Petite-Patrie,rpp,2022-03-18 18:39:14,,,Mauvaise,,,,,,,,,,,,
"Glissade, Parc Philippe-Laheurte",Saint-Laurent,sla,2022-03-05 05:55:27,0.0,0.0,N/A,,,,,,,,,,,,
"Aire de glissade, Parc Pilon",Montréal-Nord,mno,2022-03-16 05:30:58,,0.0,N/A,,,,,,,,,,,,
"Aire de glissade, Parc Saïdye-Bronfman",Côte-des-Neiges - Notre-Dame-de-Grâce,cdn,2022-03-13 12:30:47,0.0,0.0,N/A,,,,,,,,,,,,
"Glissade, Parc Saint-Laurent",Saint-Laurent,sla,2022-03-05 05:55:27,0.0,0.0,N/A,,,,,,,,,,,,
"Aire de glissade, Parc Sauvé",Montréal-Nord,mno,2022-03-16 05:30:58,,0.0,N/A,,,,,,,,,,,,
"Glissade, Parc West-Vancouver",Verdun,ver,2022-03-12 10:17:18,1.0,1.0,Excellente,,,,,,,,,,,,
"Aire de glissade,Saint-Jean-Baptiste",Rivière-des-Prairies - Pointe-aux-Trembles,rdp,2022-03-04 03:47:41,,,Mauvaise,,,,,,,,,,,,
"Aire de glissade,Saint-Joseph",Rivière-des-Prairies - Pointe-aux-Trembles,rdp,2022-03-04 03:47:41,,,Mauvaise,,,,,,,,,,,,
"Aire de glissade, Terrain de la mairie",LaSalle,lsl,2022-03-15 13:44:59,,0.0,N/A,,,,,,,,,,,,
Complexe sportif Claude-Robillard,Ahuntsic-Cartierville,,,,,,3114253.0,Piscine intérieure,"1 000, Avenue Émile-Journeault Est",Municipale,Municipale,"294151,2717",5045855457.0,Complexe aquatique,-73.63639,45.552526,,
Saint-Jean-Baptiste,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,5015454.0,Pataugeoire,"1 048, Boulevard Saint-Jean-Baptiste",Municipale,Municipale,"304846,2071","5055625,72",,-73.49941,45.640521,,
Centre sportif St-Charles,Le Sud-Ouest,,,,,,1020721.0,Piscine intérieure,"1 055, Rue Hibernia",Municipale,Municipale,"299867,9341",5037766346.0,Piscine récréative,-73.563099,45.479802,,
Parc Normand Dawe,Verdun,,,,,,1050716.0,Jeu d'eau,"1 060, Rue Woodland",Municipale,Municipale,"298647,5623",5034733453.0,,-73.578667,45.4525,,
Parc Beaulac,Saint-Laurent,,,,,,4030363.0,Jeu d'eau,"1 145, Rue Élizabeth",Municipale,Municipale,"290934,0231",5042211675.0,,-73.677489,45.51968,,
Parc Cooney,Verdun,,,,,,1050247.0,Jeu d'eau,"1 175, Rue Melrose",Municipale,Municipale,"298518,4184",5034953364.0,,-73.580319,45.454479,,
Parc Harris,Saint-Laurent,,,,,,5066716.0,Jeu d'eau,"1 365, Avenue O’Brien",Municipale,Municipale,"290338,3295",5042146839.0,,-73.685116,45.519083,,
Parc Ouellette (natation et récréatif),LaSalle,,,,,,4039115.0,Piscine extérieure,"1 407, Rue Serre",Municipale,Privé,"295254,0967",5032569894.0,,-73.622005,45.432989,,
L’Aquadôme LaSalle,LaSalle,,,,,,4156343.0,Piscine intérieure,"1 411, Rue Lapierre",Municipale,Privé,"296335,6987",5032962552.0,Complexe aquatique,-73.608196,45.43654,,
Parc La Fontaine ouest,Le Plateau-Mont-Royal,,,,,,1027502.0,Pataugeoire,"1 450, Rue Rachel Est",Municipale,Municipale,"299382,7103","5042884,97",,-73.56936,45.525852,,
Parc Hartenstein,Saint-Laurent,,,,,,5016554.0,Piscine extérieure,"1 505, Rue Cardinal",Municipale,Municipale,"289936,1662",5042046109.0,,-73.690259,45.518174,,
Parc Hartenstein,Saint-Laurent,,,,,,5016554.0,Pataugeoire,"1 505, Rue Cardinal",Municipale,Municipale,"289849,7238",5042125157.0,,-73.691375,45.518883,,
Parc Hartenstein,Saint-Laurent,,,,,,5016554.0,Jeu d'eau,"1 505, Rue Cardinal",Municipale,Municipale,"289888,1774",5041938969.0,,-73.69087,45.517202,,
Bain Quintal,Ville-Marie,,,,,,1018523.0,Piscine intérieure,"1 550, Rue Dufresne",Municipale,Municipale,"300975,7246",5043217592.0,Piscine récréative,-73.548969,45.52886,,
Parc Père-Marquette,Rosemont–La Petite-Patrie,,,,,,3069220.0,Pataugeoire,"1 555, Rue des Carrières",Municipale,Municipale,"297740,6679",5044324939.0,,-73.590401,45.538795,,
Centre sportif Père-Marquette,Rosemont–La Petite-Patrie,,,,,,5103407.0,Piscine intérieure,"1 600, Rue Drucourt",Municipale,Municipale,"298337,0379",5045796851.0,Piscine récréative,-73.582776,45.552047,,
Parc St-Aloysius,Mercier–Hochelaga-Maisonneuve,,,,,,2064425.0,Pataugeoire,"1 650, Avenue Valois",Municipale,Municipale,"301628,1089",5045103194.0,,-73.540621,45.545834,,
Parc de La Reine Élizabeth,Verdun,,,,,,1116730.0,Jeu d'eau,"1 650, Rue Crawford",Municipale,Municipale,"297575,3881",5033164482.0,,-73.592349,45.438371,,
Parc des Vétérans,Ville-Marie,,,,,,5071428.0,Pataugeoire,"1 655, Avenue Papineau",Municipale,Municipale,"300488,5129",5042717424.0,,-73.5552,45.524357,,
Marcelin-Wilson,Ahuntsic-Cartierville,,,,,,3021351.0,Piscine extérieure,"1 655, Rue Dudemaine, H3M 1R2",Municipale,Municipale,"290413,3232",5044137201.0,,-73.684215,45.537,,
Parc Goulet,Saint-Laurent,,,,,,4099482.0,Jeu d'eau,"1 695, Rue d’Oxford",Municipale,Municipale,"289041,7102",5042480411.0,,-73.701729,45.52206,,
Port de Plaisance,Lachine,,,,,,5061272.0,Piscine extérieure,"1 800, Chemin des Iroquois",Municipale,OBNL,"290986,3256",5032227781.0,,-73.676543,45.42984,,
Centre sportif Petite-Bourgogne,Le Sud-Ouest,,,,,,5006029.0,Piscine intérieure,"1 825, Rue Notre-Dame Ouest",Municipale,OBNL,"299389,6801",5038717468.0,Piscine récréative,-73.569224,45.488356,,
Parc Duff-Court,Lachine,,,,,,5056523.0,Piscine extérieure,"1 830, Croissant Roy",Municipale,Municipale,"290670,4398",5034129795.0,,-73.680636,45.446949,,
Parc Duff-Court,Lachine,,,,,,5056523.0,Pataugeoire,"1 830, Croissant Roy",Municipale,Municipale,"290670,4398",5034129795.0,,-73.680636,45.446949,,
Parc Beauclerk,Mercier–Hochelaga-Maisonneuve,,,,,,2051168.0,Jeu d'eau,"1 855, Avenue Émile-Legrand",Municipale,Municipale,"303213,3204",5049008241.0,,-73.520336,45.580978,,
Parc St-Clément,Mercier–Hochelaga-Maisonneuve,,,,,,2020120.0,Pataugeoire,"1 855, Rue de Ville-Marie",Municipale,Municipale,302173727.0,5046691598.0,,-73.533651,45.560125,,
Hochelaga,Mercier–Hochelaga-Maisonneuve,,,,,,2063743.0,Piscine intérieure,"1 870, Rue Davidson",Municipale,Municipale,"301319,5393",5044694075.0,Piscine compétitive,-73.544576,45.542152,,
Bain Morgan,Mercier–Hochelaga-Maisonneuve,,,,,,2065901.0,Piscine intérieure,"1 875, Avenue Morgan",Municipale,Municipale,"301810,6112",5045950116.0,Piscine récréative,-73.538296,45.553456,,
Parc Rougemont,Mercier–Hochelaga-Maisonneuve,,,,,,2024523.0,Pataugeoire,"1 900, Rue Bossuet",Municipale,Municipale,"302644,7225",5047717807.0,,-73.527622,45.569359,,
Parc Lasalle 1,Lachine,,,,,,5060035.0,Pataugeoire,"1 950, Remembrance",Municipale,Municipale,"291104,1199",5033162161.0,,-73.675061,45.438256,,
Parc Lasalle 2,Lachine,,,,,,5060035.0,Pataugeoire,"1 950, Remembrance",Municipale,Municipale,"291104,1199",5033162161.0,,-73.675061,45.438256,,
Parc Campbell-Ouest,Le Sud-Ouest,,,,,,1008171.0,Pataugeoire,"1 990, Rue de Maricourt",Municipale,Municipale,"297630,3466",5035340982.0,,-73.591678,45.457952,,
Complexe aquatique – Société du parc Jean-Drapeau,Ville-Marie,,,,,,5072841.0,Piscine extérieure,"1, Circuit Gilles-Villeneuve,",Municipale,Parapublique,"302127,3302",5041516018.0,Île Sainte-Hélène,-73.534212,45.513559,,
Parc Sabrevois,Montréal-Nord,,,,,,2070718.0,Pataugeoire,"10 110, Avenue des Récollets",Municipale,Municipale,"294408,9079",5049300149.0,,-73.633172,45.583529,,
Parc Ottawa,Montréal-Nord,,,,,,2068769.0,Piscine extérieure,"10 341, Avenue Lausanne",Municipale,Municipale,293670906.0,5049138004.0,,-73.642625,45.58206,,
Parc Ottawa,Montréal-Nord,,,,,,2068769.0,Pataugeoire,"10 400, Avenue Belleville",Municipale,Municipale,293670906.0,5049138004.0,,-73.642625,45.58206,,
Parc Ottawa,Montréal-Nord,,,,,,2068769.0,Jeu d'eau,"10 400, Avenue Belleville",Municipale,Municipale,293670906.0,5049138004.0,,-73.642625,45.58206,,
Parc Oscar,Montréal-Nord,,,,,,2068113.0,Pataugeoire,"10 660, Boulevard Saint-Michel",Municipale,Municipale,"293219,8302",5049150275.0,,-73.648405,45.582161,,
Sophie-Barat,Ahuntsic-Cartierville,,,,,,3116265.0,Piscine intérieure,"10 851, Rue Saint-Charles, H2C 3H7",Municipale,Municipale,"291703,7809",5046899148.0,Piscine compétitive,-73.667771,45.561879,,
Parc Charleroi,Montréal-Nord,,,,,,2076909.0,Piscine extérieure,"10 975, Avenue Alfred",Municipale,Municipale,"295260,6871",5051093663.0,,-73.622288,45.599675,,
Parc Charleroi,Montréal-Nord,,,,,,2076909.0,Pataugeoire,"10 975, Avenue Alfred",Municipale,Municipale,"295260,6871",5051093663.0,,-73.622288,45.599675,,
Parc Arthur-Therrien,Verdun,,,,,,5073228.0,Piscine extérieure,"10, Rue Hickson",Municipale,Municipale,"299989,1927",5036132148.0,,-73.561523,45.465099,,
Parc Arthur-Therrien,Verdun,,,,,,5073228.0,Pataugeoire,"10, Rue Hickson",Municipale,Municipale,"299428,7771",5034263288.0,,-73.568677,45.448277,,
Pataugeoire du Sault-au-récollet,Ahuntsic-Cartierville,,,,,,0.0,Pataugeoire,10550 rue St-Firmin,,,"292697,7281",5047948679.0,,-73.655064,45.571336,,
Pataugeoire Ahuntsic,Ahuntsic-Cartierville,,,,,,0.0,"Pataugeoire, Jeux d'eau",10555 rue Lajeunesse,,,"291891,1168",5046147865.0,,-73.665343,45.555115,,
Parc Wilson,Verdun,,,,,,1051139.0,Jeu d'eau,"1075-A, Avenue Brown",Municipale,Municipale,298598757.0,5034296841.0,,-73.579288,45.448567,,
Parc Pilon,Montréal-Nord,,,,,,2070945.0,Pataugeoire,"11 135, Avenue des Récollets",Municipale,Municipale,"293702,5631",5050411397.0,,-73.642244,45.593515,,
Parc Le Carignan,Montréal-Nord,,,,,,2080320.0,Pataugeoire,"11 481, Rue P.M.-Favier",Municipale,Municipale,"295783,9769",5052255545.0,,-73.615606,45.610138,,
Parc Saint-Laurent,Montréal-Nord,,,,,,2077664.0,Piscine extérieure,"11 614, Avenue Salk",Municipale,Municipale,"294754,4465",5051730244.0,,-73.628788,45.6054,,
Parc Saint-Laurent,Montréal-Nord,,,,,,2077664.0,Pataugeoire,"11 614, Avenue Salk",Municipale,Municipale,"294754,4465",5051730244.0,,-73.628788,45.6054,,
Piscine intérieure Roussin,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,5029269.0,Piscine intérieure,"12 125, Rue Notre-Dame Est",Municipale,Municipale,"305485,4766",5055655173.0,Piscine récréative,-73.491213,45.640791,,
Parc Monty,Montréal-Nord,,,,,,2081040.0,Pataugeoire,"12 357, Avenue Monty",Municipale,Municipale,"295458,2261",5053477193.0,,-73.619796,45.62113,,
Centre aquatique Rivières-des-Prairies,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,5072848.0,Piscine intérieure,"12 515, Boulevard Rodolphe-Forget",Municipale,Municipale,"298578,6641",5056952178.0,Complexe aquatique,-73.579832,45.652434,,
Parc Alexis-Carrel,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,5070958.0,Piscine extérieure,"12 550, Avenue Alexis-Carrel",Municipale,Municipale,"297878,4231","5056038,26",,-73.5888,45.644203,,
Parc Alexis-Carrel,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,5070958.0,Pataugeoire,"12 550, Avenue Alexis-Carrel",Municipale,Municipale,"297878,4231","5056038,26",,-73.5888,45.644203,,
Parc Lacordaire,Montréal-Nord,,,,,,2079610.0,Pataugeoire,"12 576, Boulevard Lacordaire",Municipale,Municipale,"294499,0455","5052934,31",,-73.632082,45.61623,,
Pataugeoire de Mésy,Ahuntsic-Cartierville,,,,,,0.0,"Pataugeoire, Jeux d'eau",12120 rue Grenet,,,"287810,6816",5043384178.0,,-73.717518,45.530166,,
Piscine briarwood,Pierrefonds-Roxborro,,,,,,0.0,Piscine extérieure,12421 rue Pavillon,,,"278571,0301",5041552741.0,,-73.835702,45.513394,,
Parc Saint-Georges,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,2079739.0,Piscine extérieure,"13 050, Rue Prince-Albert",Municipale,Municipale,"305389,3259",5057137776.0,,-73.492443,45.654126,,
Parc St-Georges,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,2079739.0,Pataugeoire,"13 050, Rue Prince-Albert",Municipale,Municipale,"305389,3259",5057137776.0,,-73.492443,45.654126,,
Parc Richelieu,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,2072528.0,Piscine extérieure,"13 600, Rue Forsyth",Municipale,Municipale,"304425,0067",5058203099.0,,-73.504812,45.663718,,
Parc Richelieu,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,2072528.0,Pataugeoire,"13 600, Rue Forsyth",Municipale,Municipale,"304425,0067",5058203099.0,,-73.504812,45.663718,,
Piscine Versailles,Pierrefonds-Roxborro,,,,,,0.0,Piscine extérieure,13207 rue Desjardins,,,"277550,0531",5041379655.0,,-73.84876,45.511799,,
Jeux d'eau Saint-Jacques,Ville-Marie,,,,,,0.0,Jeux d'eau,1360 rue Saint-Jacques,,,299536228.0,"5039257,29",,-73.567349,45.493216,,
Parc Toussaint-Louverture,Ville-Marie,,,,,,1021708.0,Jeu d'eau,137 Boulevard de Maisonneuve,Municipale,Municipale,"299739,8542",5041399457.0,,-73.564774,45.512492,,
Parc Ouelette,LaSalle,,,,,,4039115.0,Jeu d'eau,"1407, Rue Serre",Municipale,Privé,"295254,0967",5032569894.0,,-73.622005,45.432989,,
Piscine du YMCA Centre-Ville,Ville-Marie,,,,,,0.0,Piscine intérieure,1440 rue Stanley,,,298974303.0,5039975909.0,,-73.574548,45.499673,,
Parc Montmartre,Rivière-des-Prairies–Pointe-aux-Trembles,,,,,,2077340.0,Jeu d'eau,"14555, rue de Montigny",Municipale,Municipale,"304974,3777",5059549579.0,,-73.497767,45.67583,,
Piscine Thorndale,Pierrefonds-Roxborro,,,,,,0.0,Piscine extérieure,14921 rue Oakwood,,,"276942,6222","5037290,6",,-73.856309,45.474981,,
Parc Robert-Sauvé,L'Île-Bizard–Sainte-Geneviève,,,,,,4084462.0,Piscine extérieure,"15 734, Rue de la Caserne, Sainte-Geneviève",Municipale,Municipale,"276130,5669",5037974506.0,,-73.866735,45.481102,,
Parc Robert-Sauvé,L'Île-Bizard–Sainte-Geneviève,,,,,,4084462.0,Pataugeoire,"15 734, Rue de la Caserne, Sainte-Geneviève",Municipale,Municipale,"276130,5669",5037974506.0,,-73.866735,45.481102,,
Parc Kirkland,Lachine,,,,,,5054431.0,Piscine extérieure,"150, Rue des Érables",Municipale,Municipale,"293083,0154",5034007493.0,,-73.649786,45.445896,,
Parc Kirkland,Lachine,,,,,,5054431.0,Jeu d'eau,"150, Rue des Érables",Municipale,Municipale,"293083,0154",5034007493.0,,-73.649786,45.445896,,
Piscine Marcelin-Wilson,Ahuntsic-Cartierville,,,,,,0.0,"Piscine extérieure, Jeux d'eau",1655 rue Dudemaine,,,"290043,0149",5044389975.0,,-73.68896,45.53926,,
Parc Haymard,LaSalle,,,,,,4127635.0,Piscine extérieure,"170, Avenue Orchard",Municipale,Privé,"293208,1671",5031500121.0,,-73.648129,45.423339,,
Parc Hayward,LaSalle,,,,,,4127635.0,Jeu d'eau,"170, Avenue Orchard",Municipale,Privé,"293208,1671",5031500121.0,,-73.648129,45.423339,,
Parc Houde,Saint-Laurent,,,,,,4029051.0,Jeu d'eau,"2 100, Rue Saint-Louis",Municipale,Municipale,290675397.0,5040136425.0,,-73.680745,45.501003,,
Parc Marlborough,Saint-Laurent,,,,,,5015690.0,Piscine extérieure,"2 105, Rue Beauzèle",Municipale,Municipale,"287570,3008",5042655268.0,,-73.720565,45.5236,,
Parc Malborough,Saint-Laurent,,,,,,5015690.0,Pataugeoire,"2 105, Rue Beauzèle",Municipale,Municipale,"287530,7419",5042529966.0,,-73.721073,45.522465,,
Parc Marlborough,Saint-Laurent,,,,,,5015690.0,Jeu d'eau,"2 105, Rue Beauzèle",Municipale,Municipale,"287626,9008",5042532366.0,,-73.719844,45.522494,,
Parc de la Bruère,Mercier–Hochelaga-Maisonneuve,,,,,,2051891.0,Pataugeoire,"2 150, Rue Liébert",Municipale,Municipale,"303352,2138",5050433239.0,,-73.518559,45.5938,,
Parc Médéric-Martin,Ville-Marie,,,,,,5037561.0,Pataugeoire,"2 255, Rue du Havre",Municipale,Municipale,"300608,0475",5043834452.0,,-73.553673,45.534409,,
Centre du Plateau,Le Plateau-Mont-Royal,,,,,,1034674.0,Piscine intérieure,"2 275, Boulevard St-Joseph",Municipale,Municipale,298926669.0,5044373814.0,Piscine récréative,-73.575215,45.539247,,
Parc Raymond-Préfontaine,Mercier–Hochelaga-Maisonneuve,,,,,,5070879.0,Pataugeoire,"2 300, Rue Dézéry",Municipale,Municipale,"300696,0489",5044650821.0,,-73.552553,45.541753,,
Olivier-Robert,Ville-Marie,,,,,,5037532.0,Pataugeoire,"2 325, Boulevard de Maisonneuve Est",Municipale,Municipale,"300924,1231",5043167657.0,,-73.549622,45.528409,,
Parc Baldwin,Le Plateau-Mont-Royal,,,,,,1026261.0,Piscine extérieure,"2 330, Rue Rachel Est",Municipale,Municipale,"299849,2929",5043868315.0,,-73.563391,45.53471,,
Parc Baldwin,Le Plateau-Mont-Royal,,,,,,1026261.0,Pataugeoire,"2 330, Rue Rachel Est",Municipale,Municipale,"299849,2929",5043868315.0,,-73.563391,45.53471,,
